15:45,11 Мая 2024,А6,700-800,Гришаев Е,Конашков И,3 : 1,(11-8 11-7 8-11 11-7),https://tt.sport-liga.pro/games/322829
15:45,11 Мая 2024,А4,450-500,Минченков И,Лобанов А,2 : 3,(11-9 7-11 11-7 3-11 5-11),https://tt.sport-liga.pro/games/322467
15:45,11 Мая 2024,А4,450-500,Перминов В,Беляков В,3 : 0,(11-9 11-4 11-6),https://tt.sport-liga.pro/games/322468
15:45,11 Мая 2024,А4,450-500,Лобанов А,Перминов В,3 : 1,(14-12 12-14 11-9 11-5),https://tt.sport-liga.pro/games/322469
15:45,11 Мая 2024,А4,450-500,Беляков В,Минченков И,0 : 3,(8-11 8-11 4-11),https://tt.sport-liga.pro/games/322470
15:45,11 Мая 2024,А4,450-500,Минченков И,Перминов В,3 : 2,(11-7 11-7 9-11 10-12 11-8),https://tt.sport-liga.pro/games/322471
15:45,11 Мая 2024,А4,450-500,Лобанов А,Беляков В,3 : 2,(4-11 7-11 11-6 11-8 11-3),https://tt.sport-liga.pro/games/322472
15:45,11 Мая 2024,А4,450-500,Перминов В,Беляков В,1 : 3,(11-13 11-9 12-14 11-13),https://tt.sport-liga.pro/games/322836
15:45,11 Мая 2024,А4,450-500,Лобанов А,Минченков И,2 : 3,(11-4 11-7 9-11 5-11 10-12),https://tt.sport-liga.pro/games/322837
16:00,11 Мая 2024,А3,250-300,Кузьмин А,Хаперский Ю,1 : 3,(4-11 11-8 4-11 8-11),https://tt.sport-liga.pro/games/322443
16:00,11 Мая 2024,А3,250-300,Агапов Н,Щавелев Н,3 : 2,(11-9 10-12 7-11 11-9 11-8),https://tt.sport-liga.pro/games/322444
16:00,11 Мая 2024,А3,250-300,Хаперский Ю,Агапов Н,0 : 3,(9-11 5-11 2-11),https://tt.sport-liga.pro/games/322445
16:00,11 Мая 2024,А3,250-300,Щавелев Н,Кузьмин А,3 : 1,(11-6 11-6 7-11 12-10),https://tt.sport-liga.pro/games/322446
16:00,11 Мая 2024,А3,250-300,Кузьмин А,Агапов Н,3 : 1,(12-10 11-9 9-11 11-4),https://tt.sport-liga.pro/games/322447
16:00,11 Мая 2024,А3,250-300,Хаперский Ю,Щавелев Н,1 : 3,(11-8 6-11 7-11 8-11),https://tt.sport-liga.pro/games/322448
16:00,11 Мая 2024,А3,250-300,Кузьмин А,Хаперский Ю,0 : 3,(11-13 5-11 4-11),https://tt.sport-liga.pro/games/322830
16:00,11 Мая 2024,А3,250-300,Щавелев Н,Агапов Н,3 : 1,(11-7 10-12 11-7 11-9),https://tt.sport-liga.pro/games/322831
16:00,11 Мая 2024,А9,500-550,Вашков А,Илюхин Е,3 : 0,(11-8 12-10 11-4),https://tt.sport-liga.pro/games/322563
16:00,11 Мая 2024,А9,500-550,Иванов А-р,Евлахин Д,2 : 3,(12-10 14-12 11-13 8-11 6-11),https://tt.sport-liga.pro/games/322564
16:00,11 Мая 2024,А9,500-550,Илюхин Е,Иванов А-р,3 : 0,(11-9 11-5 11-6),https://tt.sport-liga.pro/games/322565
16:00,11 Мая 2024,А9,500-550,Евлахин Д,Вашков А,3 : 1,(11-5 9-11 13-11 11-9),https://tt.sport-liga.pro/games/322566
16:00,11 Мая 2024,А9,500-550,Вашков А,Иванов А-р,3 : 0,(11-9 11-7 11-8),https://tt.sport-liga.pro/games/322567
16:00,11 Мая 2024,А9,500-550,Илюхин Е,Евлахин Д,3 : 1,(5-11 11-7 11-4 11-7),https://tt.sport-liga.pro/games/322568
16:00,11 Мая 2024,А9,500-550,Илюхин Е,Иванов А-р,3 : 1,(11-8 11-5 7-11 11-6),https://tt.sport-liga.pro/games/322832
16:00,11 Мая 2024,А9,500-550,Вашков А,Евлахин Д,3 : 0,(11-1 14-12 11-7),https://tt.sport-liga.pro/games/322833
16:00,11 Мая 2024,А15,600-700,Король Д,Кернога П,1 : 3,(12-10 4-11 9-11 6-11),https://tt.sport-liga.pro/games/322587
16:00,11 Мая 2024,А15,600-700,Глушко А,Кулагин А,3 : 1,(9-11 11-3 12-10 11-7),https://tt.sport-liga.pro/games/322588
16:00,11 Мая 2024,А15,600-700,Кернога П,Глушко А,3 : 2,(11-4 11-4 6-11 7-11 11-4),https://tt.sport-liga.pro/games/322589
16:00,11 Мая 2024,А15,600-700,Кулагин А,Король Д,0 : 3,(7-11 7-11 10-12),https://tt.sport-liga.pro/games/322590
16:00,11 Мая 2024,А15,600-700,Король Д,Глушко А,3 : 2,(11-9 11-8 2-11 8-11 11-8),https://tt.sport-liga.pro/games/322591
16:00,11 Мая 2024,А15,600-700,Кернога П,Кулагин А,3 : 2,(11-6 11-9 9-11 3-11 11-8),https://tt.sport-liga.pro/games/322592
16:00,11 Мая 2024,А15,600-700,Глушко А,Кулагин А,3 : 2,(11-5 4-11 11-8 6-11 12-10),https://tt.sport-liga.pro/games/322834
16:00,11 Мая 2024,А15,600-700,Кернога П,Король Д,3 : 1,(8-11 11-5 11-3 11-6),https://tt.sport-liga.pro/games/322835
19:30,11 Мая 2024,А5,350-400,Талтыкин М,Мареев Н,1 : 3,(12-10 9-11 5-11 7-11),https://tt.sport-liga.pro/games/322507
19:30,11 Мая 2024,А5,350-400,Земит И,Амеличкин И,1 : 3,(9-11 11-7 9-11 10-12),https://tt.sport-liga.pro/games/322508
19:30,11 Мая 2024,А5,350-400,Мареев Н,Земит И,1 : 3,(8-11 11-6 8-11 6-11),https://tt.sport-liga.pro/games/322509
19:30,11 Мая 2024,А5,350-400,Амеличкин И,Талтыкин М,2 : 3,(12-10 10-12 23-21 9-11 9-11),https://tt.sport-liga.pro/games/322510
19:30,11 Мая 2024,А5,350-400,Талтыкин М,Земит И,3 : 2,(11-9 5-11 12-10 5-11 13-11),https://tt.sport-liga.pro/games/322511
